EmployeeNumber,Gender,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
758,Male,23,No,Travel_Rarely,Research & Development,9,Medical,2,37,Laboratory Technician,1,Married,2500,1,No,14,3,5,2,4,4,3,0,2
760,Female,39,No,Travel_Rarely,Human Resources,3,Human Resources,3,44,Human Resources,2,Married,6389,9,No,15,3,12,3,1,8,3,3,6
762,Male,56,No,Travel_Rarely,Research & Development,9,Medical,3,81,Healthcare Representative,4,Married,11103,7,No,11,3,30,1,2,10,7,1,1
763,Female,40,No,Travel_Rarely,Research & Development,2,Medical,4,86,Research Scientist,4,Single,2342,0,Yes,20,4,5,2,2,4,2,2,3
764,Female,27,No,Travel_Rarely,Research & Development,7,Medical,4,55,Healthcare Representative,1,Single,6811,8,No,19,3,9,2,1,7,6,0,7
766,Male,29,No,Travel_Rarely,Sales,10,Marketing,4,83,Sales Representative,2,Divorced,2297,1,No,14,3,2,2,3,2,2,2,2
769,Male,53,No,Travel_Rarely,Research & Development,6,Life Sciences,4,86,Laboratory Technician,4,Single,2450,2,No,17,3,19,4,3,2,2,2,2
771,Female,35,No,Non-Travel,Research & Development,2,Life Sciences,4,61,Healthcare Representative,1,Divorced,5093,2,No,11,3,16,2,4,1,0,0,0
772,Male,32,No,Travel_Frequently,Research & Development,24,Life Sciences,1,80,Laboratory Technician,4,Married,5309,1,No,15,3,10,2,3,10,8,4,7
773,Male,38,No,Travel_Rarely,Research & Development,2,Medical,4,92,Research Scientist,3,Married,3057,6,Yes,13,3,6,0,1,1,0,0,1
775,Female,34,No,Travel_Rarely,Research & Development,8,Life Sciences,2,32,Manufacturing Director,1,Divorced,5121,3,No,14,3,7,3,3,0,0,0,0
776,Male,52,No,Travel_Rarely,Sales,3,Marketing,3,31,Manager,1,Married,16856,1,No,11,3,34,3,4,34,6,1,16
780,Male,33,Yes,Travel_Rarely,Research & Development,1,Other,4,63,Research Scientist,4,Single,2686,1,Yes,13,3,10,2,2,10,9,7,8
781,Female,25,No,Travel_Rarely,Sales,26,Medical,3,32,Sales Executive,4,Single,6180,1,No,23,4,6,5,2,6,5,1,4
783,Male,45,No,Travel_Rarely,Sales,2,Technical Degree,2,46,Sales Representative,3,Single,6632,0,No,13,3,9,3,3,8,7,3,1
784,Male,23,No,Travel_Rarely,Research & Development,10,Medical,1,79,Research Scientist,3,Single,3505,1,No,18,3,2,3,3,2,2,0,2
785,Female,47,Yes,Travel_Frequently,Sales,27,Life Sciences,2,77,Sales Executive,3,Single,6397,4,Yes,12,3,8,2,3,5,4,1,3
786,Male,34,No,Travel_Rarely,Sales,2,Other,4,60,Sales Executive,4,Single,6274,1,No,22,4,6,5,3,6,5,1,4
787,Male,55,Yes,Travel_Rarely,Research & Development,2,Medical,4,78,Manager,1,Married,19859,5,Yes,13,3,24,2,3,5,2,1,4
789,Male,36,No,Non-Travel,Sales,8,Life Sciences,1,76,Sales Executive,1,Single,7587,1,No,15,3,10,1,3,10,7,0,9
791,Male,52,No,Non-Travel,Research & Development,19,Medical,4,41,Research Scientist,4,Married,4258,0,No,18,3,5,3,3,4,3,1,2
792,Female,26,No,Travel_Frequently,Research & Development,1,Life Sciences,1,71,Laboratory Technician,4,Divorced,4364,3,No,14,3,5,2,3,2,2,2,0
793,Female,29,No,Travel_Rarely,Research & Development,27,Medical,2,66,Healthcare Representative,3,Married,4335,4,No,12,3,11,3,2,8,7,1,1
796,Male,26,Yes,Travel_Rarely,Sales,8,Technical Degree,4,38,Sales Executive,1,Single,5326,6,No,17,3,6,2,2,4,3,1,2
797,Female,34,No,Travel_Rarely,Research & Development,1,Life Sciences,2,72,Research Scientist,4,Single,3280,2,No,16,3,10,2,3,4,2,1,3
799,Female,54,No,Travel_Rarely,Research & Development,19,Medical,4,95,Manufacturing Director,1,Divorced,5485,9,Yes,11,3,9,4,3,5,3,1,4
800,Male,27,No,Travel_Frequently,Sales,8,Marketing,3,84,Sales Executive,4,Married,4342,0,No,19,3,5,3,3,4,2,1,1
802,Female,37,No,Travel_Rarely,Research & Development,10,Life Sciences,4,82,Research Scientist,1,Divorced,2782,0,Yes,13,3,6,3,2,5,3,4,3
803,Female,38,No,Travel_Frequently,Research & Development,2,Life Sciences,1,75,Manufacturing Director,1,Single,5980,6,Yes,12,3,17,2,3,15,7,4,12
804,Female,34,No,Travel_Rarely,Research & Development,2,Medical,3,86,Research Scientist,1,Single,4381,1,No,11,3,6,3,3,6,5,1,3
805,Female,35,No,Travel_Rarely,Sales,8,Life Sciences,1,72,Sales Representative,4,Married,2572,1,No,16,3,3,1,2,3,2,0,2
806,Male,30,No,Travel_Rarely,Research & Development,1,Life Sciences,4,38,Laboratory Technician,3,Married,3833,3,No,21,4,7,2,3,2,2,0,2
807,Female,40,No,Travel_Frequently,Research & Development,2,Medical,3,38,Healthcare Representative,2,Married,4244,1,No,24,4,8,2,3,8,7,3,7
808,Female,34,No,Travel_Rarely,Sales,8,Life Sciences,3,93,Sales Executive,1,Married,6500,5,No,17,3,6,1,3,3,2,1,2
809,Male,42,No,Travel_Frequently,Research & Development,8,Life Sciences,2,66,Manager,4,Divorced,18430,1,No,13,3,24,4,2,24,7,14,9
811,Male,23,Yes,Travel_Rarely,Research & Development,6,Life Sciences,3,63,Laboratory Technician,1,Married,1601,1,Yes,21,4,1,2,3,0,0,0,0
812,Male,24,No,Non-Travel,Research & Development,9,Life Sciences,3,60,Laboratory Technician,2,Divorced,2694,1,No,11,3,1,4,3,1,0,0,0
813,Female,52,No,Travel_Rarely,Research & Development,11,Life Sciences,4,82,Laboratory Technician,3,Married,3149,8,No,20,4,9,3,3,5,2,1,4
815,Male,50,No,Travel_Rarely,Research & Development,2,Medical,3,64,Research Director,3,Married,17639,5,No,16,3,30,3,3,4,3,0,3
816,Female,29,Yes,Travel_Rarely,Research & Development,1,Life Sciences,2,36,Laboratory Technician,1,Married,2319,1,Yes,11,3,1,1,3,1,0,0,0
817,Male,33,No,Travel_Rarely,Research & Development,7,Medical,3,49,Research Director,3,Married,11691,0,No,11,3,14,3,4,13,9,3,7
819,Female,33,Yes,Travel_Rarely,Sales,16,Marketing,1,69,Sales Executive,1,Single,5324,5,No,15,3,6,3,3,3,2,0,2
820,Female,47,No,Travel_Rarely,Research & Development,2,Other,3,33,Manager,4,Married,16752,1,Yes,11,3,26,3,2,26,14,3,0
823,Female,36,No,Travel_Rarely,Research & Development,1,Other,3,35,Manufacturing Director,2,Married,5228,0,No,15,3,10,2,3,9,7,0,5
824,Male,29,No,Travel_Rarely,Research & Development,23,Life Sciences,3,81,Research Scientist,3,Married,2700,1,No,24,4,10,3,3,10,7,0,7
825,Male,58,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,31,Research Director,2,Single,19246,7,Yes,12,3,40,2,3,31,15,13,8
826,Female,35,No,Travel_Rarely,Research & Development,1,Life Sciences,4,40,Research Scientist,3,Single,2506,3,No,13,3,7,0,3,2,2,2,2
827,Female,42,No,Travel_Rarely,Research & Development,1,Life Sciences,4,43,Manufacturing Director,4,Married,6062,9,Yes,13,3,8,4,3,4,3,0,2
828,Male,28,Yes,Travel_Rarely,Research & Development,2,Medical,3,46,Research Scientist,3,Single,4382,6,No,17,3,5,3,2,2,2,2,1
829,Male,36,No,Travel_Rarely,Human Resources,13,Human Resources,3,36,Human Resources,2,Married,2143,4,No,13,3,8,2,3,5,2,0,4
830,Female,32,No,Travel_Rarely,Research & Development,4,Life Sciences,3,98,Manufacturing Director,3,Married,6162,1,No,12,3,14,3,3,14,13,6,8
832,Male,40,No,Travel_Frequently,Research & Development,16,Medical,1,51,Laboratory Technician,3,Single,5094,6,No,14,3,10,6,3,1,0,0,0
833,Female,30,No,Travel_Rarely,Research & Development,2,Medical,3,52,Manufacturing Director,4,Single,6877,5,Yes,24,4,12,4,2,0,0,0,0
834,Female,45,No,Travel_Rarely,Research & Development,2,Life Sciences,2,95,Research Scientist,3,Single,2274,1,No,14,3,1,3,3,1,0,0,0
836,Male,42,No,Travel_Rarely,Research & Development,29,Life Sciences,2,98,Manufacturing Director,2,Married,4434,1,No,13,3,10,3,2,9,8,7,8
837,Male,38,No,Travel_Frequently,Research & Development,12,Life Sciences,1,45,Healthcare Representative,1,Divorced,6288,2,No,15,3,13,3,2,4,3,1,2
838,Female,34,No,Travel_Frequently,Research & Development,16,Life Sciences,3,100,Research Scientist,4,Single,2553,1,No,16,3,6,3,3,5,2,1,3
840,Female,49,Yes,Travel_Rarely,Sales,11,Marketing,3,43,Sales Executive,4,Married,7654,1,No,18,3,9,3,4,9,8,7,7
842,Male,55,Yes,Travel_Rarely,Sales,2,Medical,3,37,Sales Executive,4,Single,5160,4,No,16,3,12,3,2,9,7,7,3
843,Male,43,No,Travel_Rarely,Research & Development,14,Life Sciences,2,94,Research Director,1,Married,17159,6,No,24,4,22,3,3,4,1,1,0
844,Male,27,No,Travel_Rarely,Research & Development,5,Technical Degree,3,42,Research Director,4,Divorced,12808,1,Yes,16,3,9,3,3,9,8,0,8
845,Male,35,No,Travel_Rarely,Research & Development,7,Other,3,59,Manufacturing Director,3,Single,10221,3,No,21,4,17,3,4,8,5,1,6
846,Female,28,No,Travel_Rarely,Sales,2,Marketing,2,81,Sales Executive,2,Married,4779,1,Yes,20,4,8,2,3,8,7,7,5
847,Male,34,No,Travel_Rarely,Human Resources,3,Human Resources,3,88,Human Resources,4,Married,3737,0,No,19,3,4,1,1,3,2,0,2
848,Female,26,Yes,Travel_Frequently,Research & Development,5,Medical,3,88,Research Scientist,3,Married,2366,1,Yes,14,3,8,2,3,8,7,1,7
850,Male,27,No,Non-Travel,Research & Development,3,Medical,4,50,Research Scientist,4,Married,1706,1,No,11,3,0,6,2,0,0,0,0
851,Female,51,No,Travel_Rarely,Sales,26,Marketing,1,66,Manager,3,Married,16307,2,No,14,3,29,2,2,20,6,4,17
852,Male,44,No,Travel_Rarely,Research & Development,4,Medical,4,50,Healthcare Representative,2,Single,5933,9,No,12,3,10,2,2,5,2,2,3
854,Male,25,No,Travel_Rarely,Research & Development,2,Medical,1,65,Research Scientist,1,Single,3424,7,No,13,3,6,3,2,4,3,0,1
855,Male,33,No,Travel_Rarely,Sales,1,Medical,1,48,Sales Executive,1,Divorced,4037,1,No,22,4,9,5,3,9,8,0,8
856,Female,35,No,Travel_Rarely,Research & Development,27,Medical,3,53,Research Scientist,1,Single,2559,1,No,11,3,6,3,2,6,5,1,1
857,Male,36,No,Travel_Rarely,Sales,1,Life Sciences,2,56,Sales Executive,4,Married,6201,1,Yes,14,3,18,1,2,18,14,4,11
859,Male,32,No,Travel_Rarely,Sales,13,Life Sciences,2,73,Sales Executive,4,Divorced,4403,2,No,11,3,8,3,2,5,2,0,3
861,Male,30,No,Travel_Frequently,Research & Development,5,Life Sciences,2,75,Research Scientist,4,Divorced,3761,9,No,12,3,10,3,2,5,4,0,3
862,Female,53,No,Travel_Rarely,Sales,7,Marketing,1,78,Sales Executive,4,Married,10934,7,Yes,18,3,35,3,3,5,2,0,4
864,Male,45,No,Travel_Rarely,Sales,9,Marketing,4,74,Sales Executive,1,Divorced,10761,4,Yes,12,3,18,2,3,5,4,0,2
865,Female,32,No,Travel_Rarely,Research & Development,8,Medical,3,91,Research Scientist,3,Married,5175,5,No,12,3,9,3,2,5,3,1,3
867,Female,52,No,Travel_Frequently,Research & Development,25,Medical,3,81,Manufacturing Director,4,Married,13826,3,No,22,4,31,3,3,9,8,0,0
868,Male,37,No,Travel_Rarely,Sales,16,Marketing,4,66,Sales Executive,3,Divorced,6334,4,No,19,3,9,2,3,1,0,0,0
869,Male,28,No,Travel_Rarely,Human Resources,8,Medical,2,63,Human Resources,4,Divorced,4936,1,No,13,3,6,6,3,5,1,0,4
872,Male,22,No,Travel_Rarely,Research & Development,1,Life Sciences,4,33,Manufacturing Director,4,Married,4775,6,No,22,4,4,2,1,2,2,2,2
874,Male,44,No,Travel_Rarely,Research & Development,8,Life Sciences,1,62,Laboratory Technician,4,Married,2818,2,Yes,24,4,10,2,2,3,2,0,2
875,Male,42,No,Travel_Frequently,Research & Development,2,Medical,2,35,Research Scientist,4,Single,2515,5,Yes,14,3,8,2,3,2,1,2,2
878,Male,36,No,Travel_Rarely,Human Resources,8,Life Sciences,1,77,Human Resources,1,Married,2342,0,No,21,4,6,3,3,5,4,0,3
879,Male,25,No,Travel_Rarely,Sales,3,Other,3,98,Sales Executive,1,Married,4194,1,Yes,18,3,5,3,3,5,3,0,3
880,Female,35,No,Travel_Rarely,Research & Development,9,Life Sciences,4,66,Manufacturing Director,3,Married,10685,1,Yes,20,4,17,2,3,17,14,5,15
881,Female,35,Yes,Travel_Frequently,Research & Development,25,Life Sciences,4,96,Research Scientist,2,Divorced,2022,1,Yes,19,3,10,3,2,10,2,7,8
882,Male,32,No,Non-Travel,Research & Development,1,Life Sciences,4,61,Laboratory Technician,4,Divorced,2314,0,No,12,3,4,2,3,3,0,0,2
885,Male,25,No,Travel_Rarely,Sales,4,Marketing,3,87,Sales Executive,1,Married,4256,1,No,12,3,5,1,4,5,2,0,3
887,Female,49,No,Travel_Rarely,Research & Development,1,Technical Degree,3,36,Research Scientist,1,Married,3580,2,No,16,3,7,2,3,4,2,0,2
888,Male,24,No,Non-Travel,Research & Development,4,Life Sciences,1,46,Laboratory Technician,4,Married,3162,0,No,17,3,6,2,2,5,2,3,4
889,Male,32,No,Travel_Frequently,Sales,5,Life Sciences,2,48,Sales Executive,2,Married,6524,1,No,14,3,10,3,3,10,8,5,3
893,Male,38,No,Travel_Rarely,Sales,9,Marketing,2,98,Sales Representative,2,Married,2899,0,No,19,3,3,3,3,2,2,1,2
894,Female,42,No,Travel_Rarely,Research & Development,3,Life Sciences,3,95,Laboratory Technician,4,Married,5231,2,Yes,13,3,17,1,2,5,3,1,3
895,Male,31,No,Travel_Rarely,Research & Development,11,Life Sciences,4,48,Research Scientist,4,Married,2356,3,Yes,19,3,8,2,3,6,4,0,2
896,Female,29,Yes,Travel_Rarely,Sales,1,Medical,2,48,Sales Representative,3,Divorced,2800,6,Yes,19,3,5,3,3,3,2,0,2
897,Male,53,No,Travel_Rarely,Sales,8,Marketing,1,73,Sales Executive,4,Married,11836,5,No,14,3,28,3,3,2,0,2,2
899,Male,35,No,Travel_Rarely,Research & Development,25,Technical Degree,4,78,Manufacturing Director,2,Married,10903,3,No,16,3,16,2,3,13,10,4,8
900,Female,37,No,Travel_Frequently,Sales,21,Medical,3,54,Sales Representative,4,Married,2973,5,No,15,3,10,3,3,5,4,0,0
901,Female,53,No,Travel_Rarely,Research & Development,23,Life Sciences,4,72,Research Director,4,Single,14275,6,No,18,3,33,0,3,12,9,3,8
902,Female,43,No,Travel_Frequently,Research & Development,1,Life Sciences,4,33,Healthcare Representative,4,Married,5562,4,No,13,3,12,2,2,5,2,2,2
903,Female,47,No,Travel_Rarely,Sales,2,Marketing,3,35,Sales Executive,4,Married,4537,0,Yes,22,4,8,2,3,7,6,7,7
904,Male,37,No,Non-Travel,Sales,19,Medical,1,32,Sales Executive,2,Single,7642,1,Yes,13,3,10,2,3,10,0,0,9
905,Male,50,No,Non-Travel,Research & Development,2,Life Sciences,1,98,Manager,1,Divorced,17924,1,No,11,3,31,3,3,31,6,14,7
909,Female,39,No,Travel_Rarely,Human Resources,2,Life Sciences,4,42,Human Resources,4,Married,5204,8,No,11,3,13,2,3,5,4,0,4
910,Male,33,No,Travel_Rarely,Human Resources,3,Human Resources,4,57,Human Resources,2,Divorced,2277,3,Yes,11,3,7,4,4,4,3,0,3
911,Male,32,Yes,Travel_Rarely,Research & Development,25,Life Sciences,1,87,Laboratory Technician,4,Single,2795,1,Yes,24,4,1,2,1,1,0,0,1
912,Female,29,No,Travel_Rarely,Research & Development,7,Medical,1,62,Laboratory Technician,4,Divorced,2532,6,No,14,3,8,5,3,4,3,0,3
913,Male,44,No,Travel_Rarely,Research & Development,9,Life Sciences,2,61,Research Scientist,1,Married,2559,1,Yes,13,3,8,0,3,8,7,7,1
916,Male,28,No,Travel_Rarely,Sales,5,Medical,1,98,Sales Executive,4,Single,4908,1,No,14,3,4,3,3,4,2,0,2
918,Male,58,Yes,Travel_Frequently,Research & Development,2,Life Sciences,4,57,Laboratory Technician,4,Divorced,2380,9,Yes,14,3,3,3,2,1,0,0,0
920,Female,43,No,Travel_Rarely,Research & Development,8,Life Sciences,1,55,Manufacturing Director,2,Divorced,4765,4,No,21,4,4,2,4,1,0,0,0
922,Female,20,Yes,Travel_Rarely,Sales,2,Medical,3,49,Sales Representative,3,Single,2044,1,No,13,3,2,3,2,2,2,0,2
923,Female,21,Yes,Travel_Rarely,Research & Development,18,Other,4,65,Research Scientist,4,Single,2693,1,No,19,3,1,3,2,1,0,0,0
924,Male,36,No,Travel_Rarely,Research & Development,14,Life Sciences,3,68,Healthcare Representative,4,Married,6586,0,Yes,17,3,17,2,2,16,8,4,11
925,Female,47,No,Travel_Rarely,Sales,2,Life Sciences,4,65,Sales Representative,4,Single,3294,1,Yes,18,3,3,3,2,3,2,1,2
926,Female,22,Yes,Travel_Rarely,Research & Development,3,Life Sciences,2,34,Manufacturing Director,3,Married,4171,0,Yes,19,3,4,3,4,3,2,0,2
927,Female,41,Yes,Travel_Rarely,Research & Development,2,Life Sciences,2,57,Laboratory Technician,4,Divorced,2778,4,Yes,13,3,10,1,2,7,7,1,0
930,Female,28,No,Travel_Rarely,Research & Development,9,Medical,3,77,Research Scientist,3,Divorced,2377,5,No,18,3,6,2,3,2,2,2,2
932,Male,39,Yes,Travel_Rarely,Research & Development,6,Medical,4,70,Laboratory Technician,1,Married,2404,7,Yes,21,4,8,2,1,2,2,2,2
933,Female,27,No,Travel_Rarely,Research & Development,4,Life Sciences,2,76,Research Scientist,3,Single,2318,1,No,19,3,1,2,3,1,1,0,0
934,Male,34,No,Travel_Rarely,Research & Development,10,Life Sciences,2,83,Laboratory Technician,2,Divorced,2008,1,No,14,3,1,3,3,1,0,1,0
936,Female,42,No,Travel_Rarely,Sales,14,Medical,3,68,Sales Executive,3,Single,6244,7,No,17,3,10,6,3,5,4,0,3
939,Male,33,No,Travel_Rarely,Research & Development,1,Other,3,100,Research Scientist,1,Single,2799,3,Yes,11,3,6,1,3,3,2,0,2
940,Female,58,No,Travel_Rarely,Research & Development,5,Technical Degree,3,37,Healthcare Representative,2,Divorced,10552,2,Yes,13,3,24,3,3,6,0,0,4
941,Male,31,No,Travel_Rarely,Sales,7,Life Sciences,2,41,Sales Representative,3,Married,2329,3,No,15,3,13,2,4,7,7,5,2
942,Female,35,No,Travel_Rarely,Research & Development,21,Life Sciences,4,51,Healthcare Representative,4,Married,4014,1,Yes,25,4,10,2,1,10,6,0,7
944,Female,49,No,Travel_Rarely,Research & Development,8,Other,1,51,Laboratory Technician,2,Married,7403,4,No,11,3,29,3,2,26,9,1,7
945,Male,48,No,Travel_Rarely,Research & Development,20,Medical,4,51,Research Scientist,3,Married,2259,4,No,17,3,13,2,2,0,0,0,0
947,Female,31,No,Non-Travel,Sales,20,Marketing,4,45,Sales Executive,3,Married,6932,1,No,13,3,9,2,2,9,8,0,0
949,Male,36,No,Travel_Rarely,Research & Development,7,Other,2,65,Research Scientist,4,Single,4678,2,No,18,3,8,6,3,6,2,0,1
950,Female,38,No,Travel_Rarely,Research & Development,1,Technical Degree,4,80,Research Director,1,Married,13582,1,No,13,3,15,3,3,15,12,5,11
951,Female,32,No,Non-Travel,Research & Development,1,Life Sciences,3,70,Laboratory Technician,2,Married,2332,6,No,20,4,5,3,3,3,0,0,2
952,Male,25,Yes,Travel_Rarely,Sales,19,Marketing,3,36,Sales Representative,2,Married,2413,1,Yes,18,3,1,2,3,1,0,0,0
954,Male,40,No,Travel_Rarely,Sales,10,Marketing,1,67,Sales Executive,2,Divorced,9705,2,No,12,3,11,2,2,1,0,0,0
956,Male,26,No,Travel_Frequently,Sales,1,Medical,3,52,Sales Executive,1,Single,4294,1,No,12,3,7,2,3,7,7,0,7
957,Male,41,No,Travel_Rarely,Research & Development,6,Medical,4,59,Laboratory Technician,1,Single,4721,2,Yes,13,3,20,3,3,18,13,2,17
958,Male,36,No,Travel_Rarely,Research & Development,2,Medical,3,79,Laboratory Technician,3,Single,2519,4,No,21,4,16,6,3,11,8,3,9
959,Male,19,Yes,Travel_Rarely,Sales,21,Other,4,37,Sales Representative,2,Single,2121,1,Yes,13,3,1,3,4,1,0,0,0
960,Male,20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,1,84,Laboratory Technician,1,Single,2973,1,No,19,3,1,2,3,1,0,0,0
961,Female,31,No,Travel_Rarely,Research & Development,12,Medical,4,41,Healthcare Representative,4,Married,5855,0,Yes,11,3,10,2,1,9,7,8,5
964,Male,40,No,Travel_Frequently,Research & Development,9,Medical,4,35,Research Scientist,2,Divorced,3617,8,Yes,14,3,3,2,3,1,1,0,0
966,Female,32,No,Travel_Rarely,Research & Development,3,Medical,3,93,Manufacturing Director,1,Married,6725,1,No,12,3,8,2,4,8,7,6,3
967,Male,36,Yes,Travel_Rarely,Sales,3,Life Sciences,3,51,Sales Executive,4,Married,10325,1,Yes,11,3,16,6,3,16,7,3,7
969,Female,33,No,Travel_Rarely,Research & Development,1,Life Sciences,2,42,Healthcare Representative,4,Single,6949,0,No,14,3,6,3,3,5,0,1,4
970,Male,37,Yes,Travel_Rarely,Sales,1,Life Sciences,1,46,Sales Executive,3,Married,10609,5,No,11,3,17,2,1,14,1,11,7
972,Male,45,No,Non-Travel,Research & Development,4,Life Sciences,3,57,Laboratory Technician,2,Married,4447,1,No,12,3,9,5,2,9,7,0,8
974,Female,29,No,Travel_Frequently,Sales,20,Technical Degree,3,84,Sales Representative,4,Married,2157,1,No,15,3,3,5,3,3,1,0,2
975,Female,35,No,Travel_Rarely,Sales,18,Medical,3,86,Sales Executive,3,Married,4601,1,No,16,3,5,3,3,5,2,1,0
976,Male,52,No,Travel_Rarely,Research & Development,1,Life Sciences,4,70,Manager,4,Married,17099,2,No,15,3,26,2,2,9,8,7,8
977,Male,58,Yes,Travel_Rarely,Research & Development,2,Technical Degree,4,51,Research Scientist,3,Single,2479,4,No,24,4,7,4,3,1,0,0,0
981,Male,53,No,Travel_Rarely,Sales,2,Medical,3,45,Manager,3,Divorced,14852,6,No,13,3,22,3,4,17,13,15,2
982,Male,30,No,Travel_Rarely,Sales,8,Other,3,62,Sales Executive,3,Divorced,7264,5,No,11,3,10,2,4,8,4,7,7
983,Female,38,No,Non-Travel,Sales,10,Technical Degree,3,85,Sales Executive,4,Single,5666,1,Yes,13,3,6,1,3,5,3,1,3
984,Male,35,No,Travel_Rarely,Sales,3,Life Sciences,4,92,Sales Executive,4,Divorced,7823,6,No,13,3,12,2,3,10,9,0,8
985,Male,39,No,Travel_Rarely,Sales,2,Life Sciences,1,41,Sales Executive,3,Single,7880,0,No,18,3,9,3,3,8,7,0,7
986,Female,40,Yes,Non-Travel,Sales,24,Life Sciences,2,100,Sales Executive,2,Single,13194,4,Yes,16,3,22,2,2,1,0,0,0
987,Male,47,No,Travel_Frequently,Research & Development,16,Medical,3,64,Manufacturing Director,3,Divorced,5067,1,Yes,19,3,20,3,4,19,10,2,7
990,Male,36,No,Non-Travel,Sales,8,Technical Degree,1,84,Sales Executive,4,Divorced,5079,4,No,13,3,12,3,3,7,7,0,7
991,Male,31,Yes,Non-Travel,Research & Development,9,Medical,3,46,Research Scientist,1,Single,2321,0,Yes,22,4,4,0,3,3,2,1,2
992,Male,33,No,Non-Travel,Sales,17,Life Sciences,4,38,Manager,3,Single,17444,1,No,11,3,10,2,3,10,8,6,0
994,Female,29,Yes,Travel_Rarely,Research & Development,10,Life Sciences,4,92,Research Scientist,1,Single,2404,6,Yes,20,4,3,5,3,0,0,0,0
995,Female,33,No,Travel_Rarely,Research & Development,13,Life Sciences,2,53,Research Scientist,4,Single,3452,3,No,18,3,5,4,3,3,2,0,2
996,Female,45,No,Travel_Rarely,Research & Development,1,Medical,4,91,Laboratory Technician,4,Divorced,2270,3,No,14,3,8,2,3,5,3,0,2
997,Male,50,No,Travel_Rarely,Research & Development,1,Medical,4,66,Research Director,4,Divorced,17399,9,No,22,4,32,1,2,5,4,1,3
998,Female,33,No,Travel_Frequently,Research & Development,1,Other,3,84,Healthcare Representative,2,Married,5488,1,Yes,13,3,6,2,3,6,5,1,2
999,Male,41,No,Travel_Frequently,Research & Development,9,Medical,1,64,Research Director,3,Divorced,19419,2,No,17,3,21,2,4,18,16,0,11
1001,Female,27,No,Travel_Rarely,Research & Development,16,Technical Degree,3,37,Laboratory Technician,2,Married,2811,9,No,14,3,4,2,3,2,2,2,2
1002,Male,45,No,Non-Travel,Research & Development,23,Life Sciences,4,42,Laboratory Technician,1,Married,3633,1,Yes,15,3,9,2,3,9,8,0,8
